Country Name,Country Code,Continent Code,Year,Net Migration Rate,DALYs,HDI,GDP,Life Expectancy,Inflation,Mortality,Healthcare expenditure
Afghanistan,AFG,AS,1955,-0.499,,,,,,,
Afghanistan,AFG,AS,1956,-0.4918,,,,,,,
Afghanistan,AFG,AS,1957,-0.48460000000000003,,,,,,,
Afghanistan,AFG,AS,1958,-0.4774,,,,,,,
Afghanistan,AFG,AS,1959,-0.4702,,,,,,,
Afghanistan,AFG,AS,1960,-0.463,,,,32.446,,,
Afghanistan,AFG,AS,1961,-0.45480000000000004,,,,32.962,,,
Afghanistan,AFG,AS,1962,-0.4466,,,,33.471,,,
Afghanistan,AFG,AS,1963,-0.4384,,,,33.971,,,
Afghanistan,AFG,AS,1964,-0.43019999999999997,,,,34.463,,,
Afghanistan,AFG,AS,1965,-0.422,,,,34.948,,,
Afghanistan,AFG,AS,1966,-0.4134,,,,35.43,,,
Afghanistan,AFG,AS,1967,-0.4048,,,,35.914,,,
Afghanistan,AFG,AS,1968,-0.3962,,,,36.403,,,
Afghanistan,AFG,AS,1969,-0.3876,,,,36.9,,,
Afghanistan,AFG,AS,1970,-0.379,,,,37.409,,,
Afghanistan,AFG,AS,1971,-0.37020000000000003,,,,37.93,,,
Afghanistan,AFG,AS,1972,-0.3614,,,,38.461,,,
Afghanistan,AFG,AS,1973,-0.3526,,,,39.003,,,
Afghanistan,AFG,AS,1974,-0.3438,,,,39.558,,,
Afghanistan,AFG,AS,1975,-0.335,,,,40.128,,,
Afghanistan,AFG,AS,1976,-3.8124000000000002,,,,40.715,,,
Afghanistan,AFG,AS,1977,-7.2898000000000005,,,,41.32,,,
Afghanistan,AFG,AS,1978,-10.767200000000003,,,,41.944,,,
Afghanistan,AFG,AS,1979,-14.244600000000002,,,,42.585,,,
Afghanistan,AFG,AS,1980,-17.722,,,,43.244,,,
Afghanistan,AFG,AS,1981,-24.7572,,,,43.923,,,
Afghanistan,AFG,AS,1982,-31.7924,,,,44.617,,,
Afghanistan,AFG,AS,1983,-38.827600000000004,,,,45.324,,,
Afghanistan,AFG,AS,1984,-45.86280000000001,,,,46.04,,,
Afghanistan,AFG,AS,1985,-52.898,,,,46.761,,,
Afghanistan,AFG,AS,1986,-47.329800000000006,,,,47.486,,,
Afghanistan,AFG,AS,1987,-41.7616,,,,48.211,,,
Afghanistan,AFG,AS,1988,-36.1934,,,,48.93,,,
Afghanistan,AFG,AS,1989,-30.6252,,,,49.64,,,
Afghanistan,AFG,AS,1990,-25.057,86375.1727930111,0.302,,50.331,,,
Afghanistan,AFG,AS,1991,-11.982399999999998,83381.0676648592,0.307,,50.999,,,
Afghanistan,AFG,AS,1992,1.0922000000000018,79890.5466889741,0.316,,51.641,,,
Afghanistan,AFG,AS,1993,14.166799999999999,80292.5193875121,0.312,,52.256,,,
Afghanistan,AFG,AS,1994,27.241400000000002,83334.9271286891,0.307,,52.842,,,
Afghanistan,AFG,AS,1995,40.316,82236.1251051037,0.331,,53.398,,,
Afghanistan,AFG,AS,1996,30.468200000000003,81310.2324578914,0.335,,53.924,,,
Afghanistan,AFG,AS,1997,20.6204,82392.7321129375,0.339,,54.424,,,
Afghanistan,AFG,AS,1998,10.772599999999995,86656.2893759802,0.344,,54.906,,,
Afghanistan,AFG,AS,1999,0.9247999999999976,82624.9392849177,0.348,,55.376,,,
Afghanistan,AFG,AS,2000,-8.923,82453.6519208538,0.35,,55.841,,41.7,
Afghanistan,AFG,AS,2001,-5.8562,81231.5655283353,0.353,,56.308,,42.1,
Afghanistan,AFG,AS,2002,-2.7894000000000005,78088.2708275028,0.384,,56.784,,42.1,85.37561035
Afghanistan,AFG,AS,2003,0.2773999999999983,75103.7621759832,0.393,8.83227781263571,57.271,,41.5,86.06919098
Afghanistan,AFG,AS,2004,3.344199999999999,73137.3619761068,0.409,1.41411798058979,57.772,,41.4,84.52759552
Afghanistan,AFG,AS,2005,6.411,71629.7229241899,0.418,11.2297148236429,58.29,12.6862687216715,40.9,78.97008514
Afghanistan,AFG,AS,2006,3.6024,70807.1478516295,0.429,5.35740325126351,58.826,6.78459655001657,40.5,76.82497406
Afghanistan,AFG,AS,2007,0.7938000000000001,69128.7414457584,0.447,13.8263195479763,59.375,8.68057078513406,40.1,78.16999054
Afghanistan,AFG,AS,2008,-2.0147999999999997,66997.4765852593,0.447,3.92498382161573,59.93,26.4186641547444,39.4,75.40338898
Afghanistan,AFG,AS,2009,-4.8234,64894.0918280016,0.46,21.3905283931066,60.484,-6.81116108898995,38.4,72.77924347
Afghanistan,AFG,AS,2010,-7.632,63174.686466167,0.472,14.3624414692681,61.028,2.1785375238942,37.8,78.9966507
Afghanistan,AFG,AS,2011,-5.449199999999999,61540.1543747002,0.477,0.426354784529209,61.553,11.8041858089129,37.1,73.25517273
Afghanistan,AFG,AS,2012,-3.2664,60391.3356208983,0.489,12.7522870887171,62.054,6.44121280934118,36.6,74.48620605
Afghanistan,AFG,AS,2013,-1.0836000000000006,59000.2846499099,0.496,5.60074465808154,62.525,7.38577178397857,36.2,72.04786682
Afghanistan,AFG,AS,2014,1.0991999999999995,59104.7058183641,0.5,2.72454336394854,62.966,4.67399603536339,35.7,73.05592346
Afghanistan,AFG,AS,2015,3.282,59166.9615115877,0.5,1.45131466009755,63.377,-0.661709164713696,35.6,78.3822937
Afghanistan,AFG,AS,2016,2.2824,58734.6483885242,0.502,2.26031420130452,63.763,4.38389195513914,35.6,75.97433472
Afghanistan,AFG,AS,2017,1.2828,56378.6861618018,0.506,2.64700320195786,64.13,4.9759515055383,35.5,75.48257446
Afghanistan,AFG,AS,2018,0.2831999999999999,57072.0466559414,0.509,1.18922812838034,64.486,0.626149149168811,35.4,76.22302246
Afghanistan,AFG,AS,2019,-0.7164000000000001,55424.6542993259,0.511,3.911603419423,64.833,2.30237251516844,35.3,79.2986145
Afghanistan,AFG,AS,2020,-1.716,,0.511,-2.35110067344623,64.833,2.30237251516844,35.3,79.2986145
Africa,Unknown,Unknown,1955,-0.507,,,,,,,
Africa,Unknown,Unknown,1956,-0.5154,,,,,,,
Africa,Unknown,Unknown,1957,-0.5238,,,,,,,
Africa,Unknown,Unknown,1958,-0.5322,,,,,,,
Africa,Unknown,Unknown,1959,-0.5406000000000001,,,,,,,
Africa,Unknown,Unknown,1960,-0.549,,,,,,,
Africa,Unknown,Unknown,1961,-0.5766,,,,,,,
Africa,Unknown,Unknown,1962,-0.6042000000000001,,,,,,,
Africa,Unknown,Unknown,1963,-0.6318,,,,,,,
Africa,Unknown,Unknown,1964,-0.6594000000000001,,,,,,,
Africa,Unknown,Unknown,1965,-0.687,,,,,,,
Africa,Unknown,Unknown,1966,-0.7032,,,,,,,
Africa,Unknown,Unknown,1967,-0.7194,,,,,,,
Africa,Unknown,Unknown,1968,-0.7356,,,,,,,
Africa,Unknown,Unknown,1969,-0.7518,,,,,,,
Africa,Unknown,Unknown,1970,-0.768,,,,,,,
Africa,Unknown,Unknown,1971,-0.8122,,,,,,,
Africa,Unknown,Unknown,1972,-0.8564,,,,,,,
Africa,Unknown,Unknown,1973,-0.9006000000000001,,,,,,,
Africa,Unknown,Unknown,1974,-0.9448,,,,,,,
Africa,Unknown,Unknown,1975,-0.989,,,,,,,
Africa,Unknown,Unknown,1976,-0.9348,,,,,,,
Africa,Unknown,Unknown,1977,-0.8805999999999999,,,,,,,
Africa,Unknown,Unknown,1978,-0.8264,,,,,,,
Africa,Unknown,Unknown,1979,-0.7722,,,,,,,
Africa,Unknown,Unknown,1980,-0.718,,,,,,,
Africa,Unknown,Unknown,1981,-0.7366,,,,,,,
Africa,Unknown,Unknown,1982,-0.7552,,,,,,,
Africa,Unknown,Unknown,1983,-0.7738,,,,,,,
Africa,Unknown,Unknown,1984,-0.7924,,,,,,,
Africa,Unknown,Unknown,1985,-0.811,,,,,,,
Africa,Unknown,Unknown,1986,-0.77,,,,,,,
Africa,Unknown,Unknown,1987,-0.729,,,,,,,
Africa,Unknown,Unknown,1988,-0.688,,,,,,,
Africa,Unknown,Unknown,1989,-0.647,,,,,,,
Africa,Unknown,Unknown,1990,-0.606,76576.6441671816,,,,,,
Africa,Unknown,Unknown,1991,-0.566,76233.0318201861,,,,,,
Africa,Unknown,Unknown,1992,-0.526,76101.8008263117,,,,,,
Africa,Unknown,Unknown,1993,-0.486,76207.5384609201,,,,,,
Africa,Unknown,Unknown,1994,-0.446,80806.1724298191,,,,,,
Africa,Unknown,Unknown,1995,-0.406,76635.1273156719,,,,,,
Africa,Unknown,Unknown,1996,-0.4538,77093.9107197683,,,,,,
Africa,Unknown,Unknown,1997,-0.5016,77250.9425027643,,,,,,
Africa,Unknown,Unknown,1998,-0.5494,77192.6827754457,,,,,,
Africa,Unknown,Unknown,1999,-0.5972,77033.1821472937,,,,,,
Africa,Unknown,Unknown,2000,-0.645,76448.9079117486,,,,,,
Africa,Unknown,Unknown,2001,-0.6322,75283.0137072862,,,,,,
Africa,Unknown,Unknown,2002,-0.6194,74450.6361644792,,,,,,
Africa,Unknown,Unknown,2003,-0.6066,73479.8316091297,,,,,,
Africa,Unknown,Unknown,2004,-0.5938,71990.2880918348,,,,,,
Africa,Unknown,Unknown,2005,-0.581,70094.2034591007,,,,,,
Africa,Unknown,Unknown,2006,-0.6155999999999999,68152.5726494035,,,,,,
Africa,Unknown,Unknown,2007,-0.6502,65977.5744169896,,,,,,
Africa,Unknown,Unknown,2008,-0.6848,63924.3934428905,,,,,,
Africa,Unknown,Unknown,2009,-0.7194,62124.0762086088,,,,,,
Africa,Unknown,Unknown,2010,-0.754,60336.1562442407,,,,,,
Africa,Unknown,Unknown,2011,-0.7566,58653.8216627741,,,,,,
Africa,Unknown,Unknown,2012,-0.7592,56925.7925651705,,,,,,
Africa,Unknown,Unknown,2013,-0.7618,55486.0037887968,,,,,,
Africa,Unknown,Unknown,2014,-0.7644,54331.7181935568,,,,,,
Africa,Unknown,Unknown,2015,-0.767,53130.084683723,,,,,,
Africa,Unknown,Unknown,2016,-0.687,51897.3132278494,,,,,,
Africa,Unknown,Unknown,2017,-0.607,50647.1742931803,,,,,,
Africa,Unknown,Unknown,2018,-0.527,49318.2272908414,,,,,,
Africa,Unknown,Unknown,2019,-0.447,48152.2014165627,,,,,,
Africa,Unknown,Unknown,2020,-0.367,,,,,,,
Albania,ALB,EU,1955,-0.015,,,,,,,
Albania,ALB,EU,1956,-0.0146,,,,,,,
Albania,ALB,EU,1957,-0.014199999999999999,,,,,,,
Albania,ALB,EU,1958,-0.0138,,,,,,,
Albania,ALB,EU,1959,-0.013399999999999999,,,,,,,
Albania,ALB,EU,1960,-0.013,,,,62.283,,,
Albania,ALB,EU,1961,-0.0126,,,,63.301,,,
Albania,ALB,EU,1962,-0.012199999999999999,,,,64.19,,,
Albania,ALB,EU,1963,-0.0118,,,,64.914,,,
Albania,ALB,EU,1964,-0.011399999999999999,,,,65.463,,,
Albania,ALB,EU,1965,-0.011,,,,65.85,,,
Albania,ALB,EU,1966,-0.010799999999999999,,,,66.11,,,
Albania,ALB,EU,1967,-0.0106,,,,66.304,,,
Albania,ALB,EU,1968,-0.0104,,,,66.487,,,
Albania,ALB,EU,1969,-0.0102,,,,66.689,,,
Albania,ALB,EU,1970,-0.01,,,,66.935,,,
Albania,ALB,EU,1971,-0.0098,,,,67.237,,,
Albania,ALB,EU,1972,-0.0096,,,,67.582,,,
Albania,ALB,EU,1973,-0.0094,,,,67.953,,,
Albania,ALB,EU,1974,-0.0092,,,,68.343,,,
Albania,ALB,EU,1975,-0.009,,,,68.736,,,
Albania,ALB,EU,1976,-0.008799999999999999,,,,69.11,,,
Albania,ALB,EU,1977,-0.0086,,,,69.448,,,
Albania,ALB,EU,1978,-0.0084,,,,69.742,,,
Albania,ALB,EU,1979,-0.0082,,,,69.991,,,
Albania,ALB,EU,1980,-0.008,,,,70.208,,,
Albania,ALB,EU,1981,-0.0078000000000000005,,,5.74563529200671,70.416,,,
Albania,ALB,EU,1982,-0.0076,,,2.94859680156867,70.635,,,
Albania,ALB,EU,1983,-0.0074,,,1.10493826182712,70.876,,,
Albania,ALB,EU,1984,-0.0072,,,-1.25159664469854,71.134,,,
Albania,ALB,EU,1985,-0.007,,,1.78064395977269,71.388,,,
Albania,ALB,EU,1986,-0.0068000000000000005,,,5.63724317825177,71.605,,,
Albania,ALB,EU,1987,-0.0066,,,-0.787842655012852,71.76,,,
Albania,ALB,EU,1988,-0.0064,,,-1.42003965482257,71.843,,,
Albania,ALB,EU,1989,-0.0062,,,9.83654897047623,71.86,,,
Albania,ALB,EU,1990,-0.006,32964.6074985261,0.65,-9.57564016948646,71.836,,,
Albania,ALB,EU,1991,-5.5458,33162.634612242,0.631,-28.0021416560459,71.803,,,
Albania,ALB,EU,1992,-11.0856,32292.1162702653,0.615,-7.18711091636945,71.802,226.005421253526,,
Albania,ALB,EU,1993,-16.6254,31441.5426607611,0.618,9.55941169434738,71.86,85.0047512387157,,
Albania,ALB,EU,1994,-22.1652,30390.9759342926,0.624,8.3028665911288,71.992,22.5650526933696,,
Albania,ALB,EU,1995,-27.705,30182.7443968169,0.637,13.3223333200802,72.205,7.79321853789215,,
Albania,ALB,EU,1996,-24.4658,30116.7334032211,0.646,9.0999994436022,72.495,12.7254778087102,,
Albania,ALB,EU,1997,-21.2266,33109.6538915283,0.645,-10.9199840851035,72.838,33.1802743753957,,
Albania,ALB,EU,1998,-17.9874,29309.0007901539,0.655,8.8294237664642,73.208,20.6428588670596,,
Albania,ALB,EU,1999,-14.7482,29370.8709946863,0.665,12.8908036419573,73.587,0.389437653561606,,
Albania,ALB,EU,2000,-11.509,28848.1923241126,0.671,6.94621658543626,73.955,0.0500181363468233,18.7,60.40230942
Albania,ALB,EU,2001,-11.4822,27648.0827801004,0.678,8.2933126362982,74.288,3.10758827031435,15.7,57.77629089
Albania,ALB,EU,2002,-11.4554,27530.3261721366,0.684,4.53652415746586,74.579,7.77052583431551,16.6,59.70919037
Albania,ALB,EU,2003,-11.4286,27736.058544614,0.691,5.5286374640865,74.828,0.484002611818484,17.3,54.0149231
Albania,ALB,EU,2004,-11.4018,27398.0399613748,0.696,5.51466791001826,75.039,2.28001916938099,16.7,52.65771866
Albania,ALB,EU,2005,-11.375,26713.8781130516,0.706,5.52642424110965,75.228,2.36658195679796,20.3,52.52602005
Albania,ALB,EU,2006,-11.9814,25758.5848655936,0.713,5.90265903803065,75.423,2.37072831904283,21.4,51.34705734
Albania,ALB,EU,2007,-12.5878,24893.508717715,0.722,5.98325952322337,75.646,2.93268248162319,21.2,55.97729111
Albania,ALB,EU,2008,-13.1942,24697.8215877817,0.728,7.5000414281097,75.912,3.32087090389268,20.8,53.06839752
Albania,ALB,EU,2009,-13.8006,24045.614247698,0.733,3.35428935222038,76.221,2.2669220945083,20.2,47.11406708
Albania,ALB,EU,2010,-14.407,23714.9763079594,0.745,3.70693815038592,76.562,3.62604695579817,19.5,47.34183121
Albania,ALB,EU,2011,-13.3972,23656.7279666525,0.764,2.54540614450104,76.914,3.42912324722164,19.2,49.54306412
Albania,ALB,EU,2012,-12.3874,23478.6211107736,0.775,1.417242800379,77.252,2.03159268395298,14.4,50.38419342
Albania,ALB,EU,2013,-11.3776,23331.1224907064,0.782,1.00201754037133,77.554,1.93762080205227,13.8,50.88157654
Albania,ALB,EU,2014,-10.3678,23344.08538293,0.787,1.77444885497087,77.813,1.62586504402607,13.5,52.14575958
Albania,ALB,EU,2015,-9.358,23340.3868216544,0.788,2.21872637165328,78.025,3.50120835492656,13.6,43.28312683
Albania,ALB,EU,2016,-8.4572,23202.7913772984,0.788,3.31498068405152,78.194,-0.367317209784628,12.6,41.76557541
Albania,ALB,EU,2017,-7.5564,23066.6199511878,0.79,3.80222740018748,78.333,2.0605984592022,12.2,44.45219803
Albania,ALB,EU,2018,-6.655600000000001,22890.5841735287,0.792,4.01935968580831,78.458,2.02805963071136,11.8,44.58411789
Albania,ALB,EU,2019,-5.7548,22815.3777592755,0.795,2.11341998165848,78.573,1.41109078954248,11.4,44.58411789
Albania,ALB,EU,2020,-4.854,,0.795,-3.95539792669307,78.573,1.62088661717004,11.4,44.58411789
Algeria,DZA,AF,1955,-7.721,,,,,,,
Algeria,DZA,AF,1956,-6.9136,,,,,,,
Algeria,DZA,AF,1957,-6.1062,,,,,,,
Algeria,DZA,AF,1958,-5.2988,,,,,,,
Algeria,DZA,AF,1959,-4.4914000000000005,,,,,,,
Algeria,DZA,AF,1960,-3.684,,,,46.141,,,
Algeria,DZA,AF,1961,-3.906,,,-13.6054413259301,46.599,,,
Algeria,DZA,AF,1962,-4.128,,,-19.685041825216,47.056,,,
Algeria,DZA,AF,1963,-4.35,,,34.3137287827466,47.509,,,
Algeria,DZA,AF,1964,-4.572,,,5.83941300668019,47.958,,,
Algeria,DZA,AF,1965,-4.794,,,6.20689820997107,48.394,,,
Algeria,DZA,AF,1966,-4.1944,,,-4.80497094330886,48.811,,,
Algeria,DZA,AF,1967,-3.5947999999999998,,,9.45296256284371,49.21,,,
Algeria,DZA,AF,1968,-2.9951999999999996,,,10.7962385727724,49.597,,,
Algeria,DZA,AF,1969,-2.3956,,,8.43328028216965,49.982,,,
Algeria,DZA,AF,1970,-1.796,,,8.86265710850958,50.372,6.59999999900016,,
Algeria,DZA,AF,1971,-2.0892,,,-11.3317191681949,50.773,2.62664165105633,,
Algeria,DZA,AF,1972,-2.3824,,,27.423969480239,51.201,3.65630712983235,,
Algeria,DZA,AF,1973,-2.6756,,,3.8131762970748,51.676,6.17283950622714,,
Algeria,DZA,AF,1974,-2.9688,,,7.49491770344707,52.218,4.699612403417,,
Algeria,DZA,AF,1975,-3.262,,,5.04534161311486,52.866,8.2303166526514,,
Algeria,DZA,AF,1976,-3.1116,,,8.3867564836012,53.661,9.43073540174554,,
Algeria,DZA,AF,1977,-2.9612,,,5.25858598739291,54.609,11.989283322105,,
Algeria,DZA,AF,1978,-2.8108,,,9.21483570123117,55.7,17.5239234455033,,
Algeria,DZA,AF,1979,-2.6604,,,7.47782655012782,56.909,11.3486005086091,,
Algeria,DZA,AF,1980,-2.51,,,0.790606972981195,58.198,9.51782449754965,,
Algeria,DZA,AF,1981,-2.1635999999999997,,,2.99999608742769,59.519,14.6548426360635,,
Algeria,DZA,AF,1982,-1.8172,,,6.4000041158006,60.813,6.54250963007668,,
Algeria,DZA,AF,1983,-1.4708,,,5.40000302352202,62.029,5.96716393032723,,
Algeria,DZA,AF,1984,-1.1244,,,5.59999652973147,63.13,8.11639795517099,,
Algeria,DZA,AF,1985,-0.778,,,3.69999725519294,64.087,10.4822870444468,,
Algeria,DZA,AF,1986,-0.7772,,,0.400001002558412,64.884,12.3716091651298,,
Algeria,DZA,AF,1987,-0.7764,,,-0.699997525864404,65.545,7.44126091287252,,
Algeria,DZA,AF,1988,-0.7756000000000001,,,-1.0000054903297,66.097,5.9115449637349,,
Algeria,DZA,AF,1989,-0.7748,,,4.40000216037417,66.554,9.30436125843164,,
Algeria,DZA,AF,1990,-0.774,44481.5265805168,0.572,0.800000579981685,66.938,16.6525343885433,,
Algeria,DZA,AF,1991,-0.808,43197.6394048055,0.576,-1.20000058558271,67.27,25.8863869348513,,
Algeria,DZA,AF,1992,-0.842,42388.7682515737,0.582,1.80000230318846,67.575,31.6696619117149,,
Algeria,DZA,AF,1993,-0.876,41685.7399860883,0.586,-2.10000075787545,67.877,20.5403261235826,,
Algeria,DZA,AF,1994,-0.9099999999999999,41385.5396423931,0.59,-0.899996552472246,68.194,29.0476561173071,,
Algeria,DZA,AF,1995,-0.944,40746.0768866104,0.595,3.79999478984085,68.54,29.7796264864999,,
Algeria,DZA,AF,1996,-0.9752,39536.0952534264,0.602,4.09999846994822,68.919,18.679075860175,,
Algeria,DZA,AF,1997,-1.0064,39515.3054985294,0.611,1.09999993930808,69.323,5.73352275357186,,
Algeria,DZA,AF,1998,-1.0376,38457.1477644695,0.621,5.10000360904218,69.745,4.95016163793115,,
Algeria,DZA,AF,1999,-1.0688,37351.2330080066,0.629,3.20000155179186,70.183,2.64551113392798,,
Algeria,DZA,AF,2000,-1.1,36846.7859929413,0.637,3.80000000000086,70.64,0.339163189071755,17.6,25.79451561
Algeria,DZA,AF,2001,-1.1358,36030.5520314203,0.647,2.99999999999967,71.116,4.22598834854679,17.3,21.6685257
Algeria,DZA,AF,2002,-1.1716,35203.2005648113,0.657,5.5999999999997,71.605,1.41830192345045,17.1,22.52488327
Algeria,DZA,AF,2003,-1.2074,34712.3750728818,0.667,7.20000000000044,72.101,4.268953958395,17.0,21.14863777
Algeria,DZA,AF,2004,-1.2432,33567.1196456939,0.677,4.29999999999957,72.594,3.96180030257191,16.8,26.09432602
Algeria,DZA,AF,2005,-1.279,32839.0223684886,0.685,5.89999999999995,73.072,1.38244656662119,16.6,28.09361267
Algeria,DZA,AF,2006,-1.4368,32196.0670887093,0.69,1.70000000000063,73.521,2.31149918514421,16.3,29.12136078
Algeria,DZA,AF,2007,-1.5946,31628.0749828988,0.7,3.39999999999938,73.936,3.67899574741703,16.0,28.08858109
Algeria,DZA,AF,2008,-1.7524,31037.1106523848,0.702,2.40000000000033,74.311,4.85859062814938,15.7,26.1469574
Algeria,DZA,AF,2009,-1.9102,30552.5529443389,0.711,1.60000000000007,74.644,5.73706036145632,15.5,27.44950676
Algeria,DZA,AF,2010,-2.068,30010.9119638546,0.721,3.59999999999978,74.938,3.91106195534027,15.2,28.88244438
Algeria,DZA,AF,2011,-1.8058,29644.5604255943,0.728,2.90000000000026,75.199,4.52421150505276,15.0,27.87346458
Algeria,DZA,AF,2012,-1.5436,29213.7926975488,0.728,3.39999999999982,75.436,8.89145091062314,14.8,25.71590805
Algeria,DZA,AF,2013,-1.2814,28876.5920215432,0.729,2.8,75.661,3.25423910998847,14.5,27.56197739
Algeria,DZA,AF,2014,-1.0192,28651.7559909405,0.736,3.79999999999998,75.878,2.91692692067457,14.3,26.6584549
Algeria,DZA,AF,2015,-0.757,28369.1603485718,0.74,3.70000000000022,76.09,4.78444700693894,14.3,28.20833969
Algeria,DZA,AF,2016,-0.6534,27924.8941055675,0.743,3.19999999999973,76.298,6.39769480268749,14.2,30.88360786
Algeria,DZA,AF,2017,-0.5498000000000001,27533.2069497738,0.745,1.29999999999994,76.499,5.59111590961673,14.1,32.53519058
Algeria,DZA,AF,2018,-0.4462,27329.1524598399,0.746,1.09999999999995,76.693,4.26999020467078,13.9,32.62851715
Algeria,DZA,AF,2019,-0.3426,27001.2050989444,0.748,0.999999999999915,76.88,1.95176821052894,13.9,33.4437561
Algeria,DZA,AF,2020,-0.239,,0.748,-5.09999999999982,76.88,2.41513094083414,13.9,33.4437561
Angola,AGO,AF,1955,,,,,,,,
Angola,AGO,AF,1956,,,,,,,,
Angola,AGO,AF,1957,,,,,,,,
Angola,AGO,AF,1958,,,,,,,,
Angola,AGO,AF,1959,,,,,,,,
Angola,AGO,AF,1960,-6.587,,,,37.524,,,
Angola,AGO,AF,1961,-7.3842,,,,37.811,,,
Angola,AGO,AF,1962,-8.1814,,,,38.113,,,
Angola,AGO,AF,1963,-8.9786,,,,38.43,,,
Angola,AGO,AF,1964,-9.7758,,,,38.76,,,
Angola,AGO,AF,1965,-10.573,,,,39.102,,,
Angola,AGO,AF,1966,-12.487400000000001,,,,39.454,,,
Angola,AGO,AF,1967,-14.4018,,,,39.813,,,
Angola,AGO,AF,1968,-16.316200000000002,,,,40.178,,,
Angola,AGO,AF,1969,-18.2306,,,,40.546,,,
Angola,AGO,AF,1970,-20.145,,,,40.914,,,
Angola,AGO,AF,1971,-14.8784,,,,41.282,,,
Angola,AGO,AF,1972,-9.6118,,,,41.65,,,
Angola,AGO,AF,1973,-4.345200000000002,,,,42.016,,,
Angola,AGO,AF,1974,0.9213999999999984,,,,42.374,,,
Angola,AGO,AF,1975,6.188,,,,42.721,,,
Angola,AGO,AF,1976,5.9906,,,,43.053,,,
Angola,AGO,AF,1977,5.7932,,,,43.367,,,
Angola,AGO,AF,1978,5.5958,,,,43.66,,,
Angola,AGO,AF,1979,5.3984,,,,43.931,,,
Angola,AGO,AF,1980,5.201,,,,44.178,,,
Angola,AGO,AF,1981,5.1842,,,-4.40000121936168,44.404,,,
Angola,AGO,AF,1982,5.1674,,,0.0,44.611,,,
Angola,AGO,AF,1983,5.1506,,,4.20000142834162,44.799,,,
Angola,AGO,AF,1984,5.1338,,,6.000002164373,44.966,,,
Angola,AGO,AF,1985,5.117,,,3.49999948953467,45.107,,,
Angola,AGO,AF,1986,4.785,,,2.9000017426512,45.213,,,
Angola,AGO,AF,1987,4.453,,,4.08274863648847,45.283,,,
Angola,AGO,AF,1988,4.121,,,6.12889047620016,45.317,,,
Angola,AGO,AF,1989,3.7889999999999997,,,0.0416214618442581,45.324,,,
Angola,AGO,AF,1990,3.457,98087.4388466943,,-3.45009868360484,45.306,,,
Angola,AGO,AF,1991,3.2085999999999997,95738.3582785005,,0.991359301460875,45.271,83.7837837837838,,
Angola,AGO,AF,1992,2.9602,95521.5565754468,,-5.83828073313141,45.23,299.509803921569,,
Angola,AGO,AF,1993,2.7117999999999998,100371.314753498,,-23.9834174420578,45.201,1378.52760736196,,
Angola,AGO,AF,1994,2.4634,95577.0742605259,,1.33936343647991,45.201,949.792531120332,,
Angola,AGO,AF,1995,2.215,92588.1863202194,,15.0000000288634,45.246,2666.45059288538,,
Angola,AGO,AF,1996,2.2988,90757.3567740489,,13.5443697551026,45.35,4145.10598220638,,
Angola,AGO,AF,1997,2.3826,90618.1946843503,,7.27427735460373,45.519,219.176721172974,,
Angola,AGO,AF,1998,2.4664,94063.113741874,,4.69114645093552,45.763,107.284821528298,,
Angola,AGO,AF,1999,2.5502,89538.2112703609,0.391,2.18148971840458,46.093,248.195902412868,,
Angola,AGO,AF,2000,2.634,86555.9182303661,0.4,3.05462423430785,46.522,324.996871601321,28.6,27.3046875
Angola,AGO,AF,2001,2.6902,84280.3137667339,0.41,4.2059985561951,47.059,152.561022469299,28.4,45.09108734
Angola,AGO,AF,2002,2.7464,80793.284327859,0.426,13.6656865230232,47.702,108.897436089429,28.1,49.66205215
Angola,AGO,AF,2003,2.8026,78688.030753282,0.435,2.98985001039553,48.44,98.2241436573305,28.2,48.51068878
Angola,AGO,AF,2004,2.8588,77092.0412572033,0.446,10.9528617687103,49.263,43.5421067519686,28.1,46.89109802
Angola,AGO,AF,2005,2.915,74411.506271016,0.46,15.0289153175302,50.165,22.953513851394,27.1,42.33265686
Angola,AGO,AF,2006,3.0,72377.4450314093,0.473,11.5476831781633,51.143,13.3052101780031,27.3,30.66570091
Angola,AGO,AF,2007,3.085,69245.5113850053,0.489,14.0100182426328,52.177,12.2514974459487,25.7,28.38397026
Angola,AGO,AF,2008,3.17,66682.0325166419,0.501,11.1661383303614,53.243,12.4758291326398,25.8,21.6532383
Angola,AGO,AF,2009,3.255,64448.5340221517,0.515,0.858712615098284,54.311,13.7302839288409,24.2,15.50890541
Angola,AGO,AF,2010,3.34,62311.8800140653,0.517,4.40393254343761,55.35,14.4696564932576,24.6,19.34375572
Angola,AGO,AF,2011,2.9316,60501.7059810329,0.533,3.47197634454024,56.33,13.4824679218512,23.8,17.99380875
Angola,AGO,AF,2012,2.5232,58814.4576764085,0.544,8.54218764265372,57.236,10.2779049218839,24.2,17.61917686
Angola,AGO,AF,2013,2.1148,56949.8716451283,0.555,4.95454464636187,58.054,8.77781429332618,24.0,21.3492775
Angola,AGO,AF,2014,1.7064,54709.5812097696,0.565,4.82262756838996,58.776,7.28038730361125,22.8,26.8761673
Angola,AGO,AF,2015,1.298,53346.1421172045,0.572,0.943571561325001,59.398,9.15037207517202,22.8,33.52316666
